,Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,place_id,googlename,googlelat,googlelon,googleaddress,cost,multiple,how
4951,Dollar General 15432,-89.767326,39.511047,951 N Springfield St,,Virden,IL,62690,1002.0,MACOUPIN,0,0,0.0,0.0,0,0.0,0,0
4952,Supermercado La Hacienda Of Joliet Inc,-88.08161899999999,41.533337,10 Ohio St,,Joliet,IL,60432,4045.0,WILL,0,0,0.0,0.0,0,0.0,0,0
4953,Shell LLC,-88.011749,42.139126,1393 E Dundee Rd,,Palatine,IL,60074,8310.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4954,Foster Cicero Marathon Gas,-87.748039,41.975590000000004,5200 N Cicero Ave,,Chicago,IL,60630,1601.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4955,Natali South Deering Food Mart Inc.,-87.559639,41.702652,10600 S Torrence Ave,,Chicago,IL,60617,6118.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4956,Walgreens 15992,-87.641853,41.927814,2500 N Clark,,Chicago,IL,60614,,COOK,0,0,0.0,0.0,0,0.0,0,0
4957,Aj Smart,-87.69207,41.801048,2706 W 51st St,,Chicago,IL,60632,2137.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4958,Moon Food And Liquor,-88.338982,42.054607,1015 N Randall Rd,,Elgin,IL,60123,2319.0,KANE,0,0,0.0,0.0,0,0.0,0,0
4959,Los Rayos Del Sol Inc.,-87.756958,41.748852,5413 W 79th St,,Burbank,IL,60459,1405.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4960,Timesaver,-88.627441,37.123749,100 E 3rd St,,Brookport,IL,62910,2857.0,MASSAC,0,0,0.0,0.0,0,0.0,0,0
4961,Edwardsville Market,-89.952026,38.80798,332 S Buchanan St,,Edwardsville,IL,62025,2036.0,MADISON,0,0,0.0,0.0,0,0.0,0,0
4962,DOLLARTREE 5597,-88.293655,41.753468,918 E New York St,,Aurora,IL,60505,3724.0,KANE,0,0,0.0,0.0,0,0.0,0,0
4963,DOLLARTREE 5608,-87.922386,42.068443,1010 Mount Prospect Plz,,Mount Prospect,IL,60056,2669.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4964,SN Grocery Store,-87.726906,41.840340000000005,2802 S Karlov Ave,,Chicago,IL,60623,4439.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4965,Falcon Fuel & Mini Mart,-87.64421800000001,41.75581,7600 S Halsted St,,Chicago,IL,60620,2438.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4966,Signature Euro Deli,-88.07405899999999,41.95752,160 E Lake St,Ste B,Bloomingdale,IL,60108,1160.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
4967,Derby City Grocery Hala Foods,-90.471275,41.489826,4608 Avenue of the Cities,,Moline,IL,61265,4552.0,ROCK ISLAND,0,0,0.0,0.0,0,0.0,0,0
4968,Sun Fresh Market And Deli,-87.766838,41.947109000000005,3640 N Central Ave,,Chicago,IL,60634,2750.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4969,V C C Bakery Llc,-87.766235,41.932384000000006,2835 N. Central Ave,,Chicago,IL,60634,,COOK,0,0,0.0,0.0,0,0.0,0,0
4970,Heinen's Grocery Store 44,-87.877289,42.278038,201 Waukegan Rd,,Lake Bluff,IL,60044,1666.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
4971,Qwik Convenience,-88.129166,41.732009999999995,1925 S Washington St,,Naperville,IL,60565,2442.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
4972,Jam Food Market,-88.043076,41.522003000000005,105 S Briggs St,,Joliet,IL,60433,1301.0,WILL,0,0,0.0,0.0,0,0.0,0,0
4973,Roosevelt Liquars,-87.74440799999999,41.865871000000006,4759 W Roosevelt Rd,,Cicero,IL,60804,1524.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4974,Lake County Mart Inc,-88.194443,42.271507,226 E State Rd,,Island Lake,IL,60042,9509.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
4975,Quick Indiapak Grocery,-87.747589,41.60305,5233 159th St,,Oak Forest,IL,60452,3325.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4976,Circle K 6875,-88.263313,41.418831,26950 W Eames St,,Channahon,IL,60410,5631.0,WILL,0,0,0.0,0.0,0,0.0,0,0
4977,El Rincon Del Sabor Y Algo Mas,-87.801262,41.923546,7026 W Grand Ave,,Chicago,IL,60707,2106.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4978,Babylon Grocery & Meat Mart Inc.,-87.69986,41.997601,2800 W Devon Ave,,Chicago,IL,60659,1502.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4979,Henderson Ave Shell,-88.06378199999999,41.528008,710 E Cass St,,Joliet,IL,60432,3004.0,WILL,0,0,0.0,0.0,0,0.0,0,0
4980,"Om Chicago Heights Oil, Inc",-87.64962,41.520458000000005,605 Dixie Hwy,,Chicago Heights,IL,60411,1768.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4981,Ruler 272,-90.00206800000001,38.54155,1703 N Belt W,,Belleville,IL,62226,5924.0,ST CLAIR,0,0,0.0,0.0,0,0.0,0,0
4982,Circle K 1397,-88.71929899999999,41.965919,2001 Dekalb Ave,,Sycamore,IL,60178,3245.0,DE KALB,0,0,0.0,0.0,0,0.0,0,0
4983,Circle K 1408,-89.034454,41.934822,1110 Dement Rd,,Rochelle,IL,61068,8500.0,OGLE,0,0,0.0,0.0,0,0.0,0,0
4984,Circle K 1412,-89.484657,41.848403999999995,101 E Everett St,,Dixon,IL,61021,2139.0,LEE,0,0,0.0,0.0,0,0.0,0,0
4985,Circle K 1419,-88.749527,41.941517,1102 N 1st St,,Dekalb,IL,60115,1948.0,DE KALB,0,0,0.0,0.0,0,0.0,0,0
4986,Circle K 1425,-89.034363,42.252613000000004,3819 Broadway,,Rockford,IL,61108,6220.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
4987,Circle K 1426,-89.057564,42.298882,4747 N 2nd St,,Loves Park,IL,61111,5802.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
4988,Circle K 1429,-89.63314100000001,42.301860999999995,838 W Galena Ave,,Freeport,IL,61032,3974.0,STEPHENSON,0,0,0.0,0.0,0,0.0,0,0
4989,Circle K 1436,-89.698616,41.807201,2210 Locust St,,Sterling,IL,61081,1110.0,WHITESIDE,0,0,0.0,0.0,0,0.0,0,0
4990,Circle K 1439,-89.62730400000001,42.280396,610 W South St,,Freeport,IL,61032,6838.0,STEPHENSON,0,0,0.0,0.0,0,0.0,0,0
4991,Circle K 1417,-89.25643199999999,42.125403999999996,127 W Blackhawk Dr,,Byron,IL,61010,8985.0,OGLE,0,0,0.0,0.0,0,0.0,0,0
4992,Circle K 1437,-89.09568,42.315708,2225 W Riverside Blvd,,Rockford,IL,61103,9547.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
4993,N & J Gas And Food Mart Inc,-88.045029,41.932983,2151 W Army Trail Rd,,Addison,IL,60101,1477.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
4994,Abarrotes Calvillo Corp,-87.714371,41.625584,3837 147th St,,Midlothian,IL,60445,3403.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4995,"Justice Wine And Spirits, Inc.",-87.81955699999999,41.747612,8001 W 79th St,,Justice,IL,60458,1607.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4996,1st Ave/Lake Citgo 1,-87.834343,41.888412,15 N 1st Ave,,Maywood,IL,60153,1601.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4997,Bp Gas Station,-87.755318,41.876614000000004,5201 W Jackson Blvd,,Chicago,IL,60644,4335.0,COOK,0,0,0.0,0.0,0,0.0,0,0
4998,Marathon Gas Station,-89.096817,42.305222,3121 N Rockton Ave,,Rockford,IL,61103,2858.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
4999,Mariano's 8528,-87.900673,41.83477,3020 Wolf Rd,,Westchester,IL,60154,5622.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5000,1053 W 103rd Inc,-87.649734,41.706833,1053 W 103rd St,,Chicago,IL,60643,2312.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5001,Casey's General Store 3376,-88.61350300000001,42.413616,309 S Division St,,Harvard,IL,60033,3229.0,MCHENRY,0,0,0.0,0.0,0,0.0,0,0
5002,Circle K 1410,-89.482857,40.693123,2279 Washington Rd,,Washington,IL,61571,1958.0,TAZEWELL,0,0,0.0,0.0,0,0.0,0,0
5003,Circle K 1415,-89.988785,40.697887,1006 E Fort St,,Farmington,IL,61531,9572.0,FULTON,0,0,0.0,0.0,0,0.0,0,0
5004,Circle K 1416,-88.962563,40.146263,60 Cedar Sq,Ste 2,Clinton,IL,61727,2283.0,DE WITT,0,0,0.0,0.0,0,0.0,0,0
5005,Roxies Foods Inc,-87.611168,41.751133,533 E 79th St,,Chicago,IL,60619,3035.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5006,NC Mobil Inc,-87.86245699999999,42.308708,3396 Buckley Rd,,North Chicago,IL,60064,3400.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
5007,Grayslakemobil Inc,-88.004494,42.345161,33199 N US Highway 45,,Grayslake,IL,60030,3906.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
5008,3 Way Food Mart,-89.603874,40.719837,708 W Loucks Ave,,Peoria,IL,61604,2708.0,PEORIA,0,0,0.0,0.0,0,0.0,0,0
5009,La Favorita,-87.654747,41.855827000000005,1925 S May St,,Chicago,IL,60608,3359.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5010,Bp Gas And Food,-88.338951,41.770378,999 W Illinois Ave,,Aurora,IL,60506,2733.0,KANE,0,0,0.0,0.0,0,0.0,0,0
5011,Circle K 1420,-89.56064599999999,40.714851,2900 NE Adams St,,Peoria,IL,61603,2302.0,PEORIA,0,0,0.0,0.0,0,0.0,0,0
5012,Circle K 1424,-89.464516,40.626579,1801 N Morton Ave,Ste 2,Morton,IL,61550,1411.0,TAZEWELL,0,0,0.0,0.0,0,0.0,0,0
5013,Circle K 1427,-89.615234,40.827723999999996,1514 W Hickory Grove Rd,Unit A,Dunlap,IL,61525,9417.0,PEORIA,0,0,0.0,0.0,0,0.0,0,0
5014,Circle K 1433,-88.51790600000001,40.743671,403 W Oak St,,Fairbury,IL,61739,1442.0,LIVINGSTON,0,0,0.0,0.0,0,0.0,0,0
5015,Circle K 1444,-90.648026,40.922836,1010 N Main St,,Monmouth,IL,61462,1207.0,WARREN,0,0,0.0,0.0,0,0.0,0,0
5016,Circle K 1446,-88.42196700000001,41.373451,1501 N Division St,,Morris,IL,60450,1447.0,GRUNDY,0,0,0.0,0.0,0,0.0,0,0
5017,Citgo,-87.725433,41.874621999999995,415 S Pulaski Rd,,Chicago,IL,60624,3152.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5018,T & M Inc,-87.707359,41.946606,3159 W Addison St,,Chicago,IL,60618,4550.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5019,Circle K 1398,-89.653275,39.589915999999995,329 W State Route 104,,Divernon,IL,62530,,SANGAMON,0,0,0.0,0.0,0,0.0,0,0
5020,Circle K 1407,-88.99182900000001,40.449272,2412 S Main St,,Bloomington,IL,61704,7335.0,MCLEAN,0,0,0.0,0.0,0,0.0,0,0
5021,Circle K 1409,-88.972473,39.845524,1089 W Eldorado St,,Decatur,IL,62522,2013.0,MACON,0,0,0.0,0.0,0,0.0,0,0
5022,Butera Finer Foods 508,-88.314369,42.058552,20 Tyler Creek Plz,,Elgin,IL,60123,1706.0,KANE,0,0,0.0,0.0,0,0.0,0,0
5023,Walgreens 16085,-87.632462,41.884471999999995,LaSalle & Randolph,,Chicago,IL,60601,,COOK,0,0,0.0,0.0,0,0.0,0,0
5024,Walgreens 15562,-87.727737,42.06245,4009 Old Orchard Rd,,Skokie,IL,60076,1001.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5025,Circle K 1422,-89.61598199999999,39.758022,2700 Adlai Stevenson Dr,,Springfield,IL,62703,4426.0,SANGAMON,0,0,0.0,0.0,0,0.0,0,0
5026,Circle K 1428,-89.705421,39.685947,11 W Plummer Blvd,,Chatham,IL,62629,2024.0,SANGAMON,0,0,0.0,0.0,0,0.0,0,0
5027,Circle K 1441,-88.897575,39.850547999999996,3810 E William Street Rd,,Decatur,IL,62521,1759.0,MACON,0,0,0.0,0.0,0,0.0,0,0
5028,Circle K 1411,-89.687706,39.809818,1901 W Jefferson St,,Springfield,IL,62702,2201.0,SANGAMON,0,0,0.0,0.0,0,0.0,0,0
5029,Circle K 1414,-88.995949,40.531944,610 W Raab Rd,Ste A,Normal,IL,61761,4139.0,MCLEAN,0,0,0.0,0.0,0,0.0,0,0
5030,Circle K 1440,-89.66825899999999,39.779289,1940 S Macarthur Blvd,,Springfield,IL,62704,4032.0,SANGAMON,0,0,0.0,0.0,0,0.0,0,0
5031,Circle K 1421,-88.902565,40.495602000000005,1206 N Towanda Barnes Rd,,Bloomington,IL,61705,5452.0,MCLEAN,0,0,0.0,0.0,0,0.0,0,0
5032,Circle K 1423,-89.629333,39.81646,1801 N Grand Ave E,,Springfield,IL,62702,4146.0,SANGAMON,0,0,0.0,0.0,0,0.0,0,0
5033,Family Dollar 3171,-87.78656,41.690258,6720 W 111th St,,Worth,IL,60482,1912.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5034,"Garden Food, Inc.",-88.05860899999999,41.546303,1001 Woodruff Rd,,Joliet,IL,60432,1355.0,WILL,0,0,0.0,0.0,0,0.0,0,0
5035,Aldi 88,-89.024048,42.456436,4790 E Rockton Rd,,Rockton,IL,61073,,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
5036,Casey's General Store 3390,-87.621414,41.344986,730 Dixie Hwy,,Beecher,IL,60401,3792.0,WILL,0,0,0.0,0.0,0,0.0,0,0
5037,Carlos V. Andres Ent. Inc.,-88.120605,41.906521000000005,178 N Gary Ave,,Carol Stream,IL,60188,2093.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
5038,Rhodes Mini Mart,-90.911018,40.291828,601 E Main St,,Plymouth,IL,62367,1013.0,SCHUYLER,0,0,0.0,0.0,0,0.0,0,0
5039,Dollar General 15326,-89.632889,40.662773,4003 SW Adams St,,Peoria,IL,61605,3013.0,PEORIA,0,0,0.0,0.0,0,0.0,0,0
5040,Zervos Shell 1,-87.922195,42.05703,1050 E Northwest Hwy,,Mount Prospect,IL,60056,,COOK,0,0,0.0,0.0,0,0.0,0,0
5041,Circle K 1399,-88.272675,40.112774,1601 W Springfield Ave,,Champaign,IL,61821,3013.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5042,Quick Stop Pantry,-88.098679,41.799362,4651 Old Tavern Rd,,Lisle,IL,60532,1079.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
5043,Circle K 1400,-88.250999,40.057323,407A N Dunlap Ave,,Savoy,IL,61874,6007.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5044,Circle K 1401,-88.401649,40.191936,602 E Oak St,,Mahomet,IL,61853,9204.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5045,Galena Shell,-88.321167,41.760661999999996,320 W Galena Blvd,,Aurora,IL,60506,4028.0,KANE,0,0,0.0,0.0,0,0.0,0,0
5046,A.P. Deli,-87.620918,41.698840999999994,10758 S Michigan Ave,,Chicago,IL,60628,,COOK,0,0,0.0,0.0,0,0.0,0,0
5047,Terra Santa Meat & Produce Inc.,-89.10910799999999,42.265999,901 Cunningham St,,Rockford,IL,61102,2802.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
5048,"Sam's Quick Stop , Inc.",-87.686256,41.871239,758 S Western Ave,,Chicago,IL,60612,3535.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5049,Circle K 1402,-88.569466,40.027527,300 W Center St,,Monticello,IL,61856,1612.0,PIATT,0,0,0.0,0.0,0,0.0,0,0
5050,Circle K 1403,-88.239365,40.110191,59 E Green St,,Champaign,IL,61820,7914.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5051,Circle K 1406,-88.243668,40.130978000000006,1503 N Neil St,,Champaign,IL,61820,2224.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5052,Circle K 1431,-88.568336,40.050613,802 Iron Horse Pl,,Monticello,IL,61856,8129.0,PIATT,0,0,0.0,0.0,0,0.0,0,0
5053,Circle K 1432,-88.365288,40.199940000000005,506 S Prairie View Rd,,Mahomet,IL,61853,8503.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5054,Circle K 1438,-88.277023,40.157871,3604 N Mattis Ave,,Champaign,IL,61822,9543.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5055,Circle K 1442,-88.258018,40.13166,1511 N Prospect Ave,,Champaign,IL,61820,2121.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5056,Circle K 1443,-88.31468199999999,40.113289,4202 W Springfield Ave,,Champaign,IL,61822,7576.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5057,Circle K 1404,-87.611923,40.145728999999996,1212 N Bowman Ave,,Danville,IL,61832,3206.0,VERMILION,0,0,0.0,0.0,0,0.0,0,0
5058,Circle K 1413,-88.21320300000001,40.116451,507 W University Ave,,Urbana,IL,61801,1645.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5059,Circle K 1430,-88.13707,40.312149,1295 E Grove Ave,,Rantoul,IL,61866,2629.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5060,Circle K 1434,-88.218781,40.110619,810 W Green St,,Urbana,IL,61801,3949.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5061,123 & More,-89.09414699999999,42.273941,325 N Church St,,Rockford,IL,61101,1005.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
5062,Circle K 1435,-88.160439,39.868195,212 N Sycamore St,,Villa Grove,IL,61956,1540.0,DOUGLAS,0,0,0.0,0.0,0,0.0,0,0
5063,Lucky Mini Mart,-87.680077,41.956108,4103 N Lincoln Ave,,Chicago,IL,60618,3027.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5064,Berkot's Super Foods 301,-87.733734,41.625316999999995,4640 147th St,,Midlothian,IL,60445,2589.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5065,Food Market And Flowers 3945-1331,-87.760963,41.931389,5354 W Diversey Ave,,Chicago,IL,60639,1513.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5066,Food Mart U.P.,-87.675629,41.445816,540 University Pkwy,,University Park,IL,60484,2718.0,WILL,0,0,0.0,0.0,0,0.0,0,0
5067,Circle K 1445,-88.174805,40.308617,220 S Murray Rd,,Rantoul,IL,61866,2156.0,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5068,Circle K 1405,-87.61155699999999,40.11623,610 S Bowman Ave,,Danville,IL,61832,6911.0,VERMILION,0,0,0.0,0.0,0,0.0,0,0
5069,Zamzam 1 Inc.,-87.637215,41.645866,13762 S Lowe Ave,,Riverdale,IL,60827,1128.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5070,Mendoza Grocery,-88.093102,42.357555,515 N Cedar Lake Rd,,Round Lake,IL,60073,2803.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
5071,FBRS Mart Inc,-87.85153199999999,41.828559999999996,3419 Maple Ave,,Brookfield,IL,60513,1242.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5072,Pan's Food Center,-87.793983,41.873573,824 S Oak Park Ave,,Oak Park,IL,60304,1218.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5073,Elotes Express Market Inc,-89.085068,42.252296,811a Broadway,,Rockford,IL,61104,4808.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
5074,HY-VEE FOODS 1047,-90.034981,40.566047999999995,825 N MAIN,,CANTON,IL,61520,,FULTON,0,0,0.0,0.0,0,0.0,0,0
5075,El Moral,-87.79145799999999,41.857895,6706 16th St,,Berwyn,IL,60402,1325.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5076,Nineveh Mart & Meat,-87.701233,41.997574,2850 W Devon Ave,,Chicago,IL,60659,1513.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5077,Havest Market 724,-88.974754,39.854015000000004,1266 N Illinois Route 48,,Decatur,IL,62522,,MACON,0,0,0.0,0.0,0,0.0,0,0
5078,Tonys Fresh Market 12,-87.889877,41.768951,6704 Joliet Rd,,Countryside,IL,60525,4577.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5079,Papa Murphy's IL 009,-90.486336,41.491279999999996,3479 Avenue of the Cities,,Moline,IL,61265,4418.0,ROCK ISLAND,0,0,0.0,0.0,0,0.0,0,0
5080,Shell,-87.581123,41.622673,1445 E Sibley Blvd,,Dolton,IL,60419,2919.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5081,Market Fresh North Inc.,-87.781601,41.909145,6209 North Ave,,Oak Park,IL,60302,1125.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5082,Shop & Save Market 2100,-87.787537,41.995937,6312 N Nagle Ave,,Chicago,IL,60646,3614.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5083,Pearson's Bakery 2,-87.852921,41.148594,102 Village Square Shopping Ctr,,Bradley,IL,60915,,KANKAKEE,0,0,0.0,0.0,0,0.0,0,0
5084,Mega Grocery Inc,-87.724197,41.968266,3827 W Lawrence Ave,,Chicago,IL,60625,,COOK,0,0,0.0,0.0,0,0.0,0,0
5085,Berwyn Marathon,-87.793549,41.857609000000004,1600 Oak Park Ave,,Berwyn,IL,60402,1739.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5086,707 Liquors & Mart  3 3,-88.982384,40.510585999999996,108 N Linden St,,Normal,IL,61761,2630.0,MCLEAN,0,0,0.0,0.0,0,0.0,0,0
5087,Fresh Zabiha Halal Meat Inc.,-87.68705,41.997828999999996,2252 W Devon Ave,,Chicago,IL,60659,2043.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5088,Pescaderia Los Hermanos Erk,-87.551361,41.733082,8918 S Commercial Ave,,Chicago,IL,60617,3201.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5089,"Monroe Food, Inc.",-87.724464,41.879807,3952 W Monroe St,,Chicago,IL,60624,2820.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5090,Supermercado Rossies,-88.159447,41.99168,2168 W Lake St,,Hanover Park,IL,60133,7000.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5091,Dollar General 15019,-87.849953,42.351273,1501 Belvidere Rd,,Waukegan,IL,60085,6209.0,LAKE,0,0,0.0,0.0,0,0.0,0,0
5092,Cairo Food Mart Inc,-89.179642,37.010162,2715 Sycamore St,,Cairo,IL,62914,1454.0,ALEXANDER,0,0,0.0,0.0,0,0.0,0,0
5093,Alsip Marathon Inc,-87.749512,41.690712,5201 W 111th St,,Alsip,IL,60803,6024.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5094,Oak Forest Marathon Inc,-87.794411,41.613346,15301 S Harlem Ave,,Orland Park,IL,60462,4331.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5095,Circle Gas,-90.170822,38.906803000000004,911 College Ave,,Alton,IL,62002,6730.0,MADISON,0,0,0.0,0.0,0,0.0,0,0
5096,State Discount Wholesale,-87.62487,41.765301,7105 S State St,,Chicago,IL,60619,1017.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5097,Shiv Shakti Investment Inc,-87.77419300000001,41.982735,5530 N Milwaukee Ave,,Chicago,IL,60630,1227.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5098,Kanyaw Oriental Market,-90.545952,41.467262,3850 Blackhawk Rd,Ste H5,Rock Island,IL,61201,,ROCK ISLAND,0,0,0.0,0.0,0,0.0,0,0
5099,RS Citgo,-87.689255,41.97802,5300 N Western Ave,,Chicago,IL,60625,2390.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5100,CVS 10467,-87.87455,42.1091,3780 Willow Rd,,Glenview,IL,60025,,COOK,0,0,0.0,0.0,0,0.0,0,0
5101,Rees Food Market Inc,-87.694771,41.779083,2835 W 63rd St,,Chicago,IL,60629,2354.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5102,7-Eleven 30099C,-87.79007,41.938266999999996,6540 W Belmont Ave,,Chicago,IL,60634,3929.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5103,Cermak Produce,-87.68024399999999,42.002426,6623 N Damen Ave,,Chicago,IL,60645,5101.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5104,American Food Mart,-88.233749,40.124531,904 N 4th St,,Champaign,IL,61820,,CHAMPAIGN,0,0,0.0,0.0,0,0.0,0,0
5105,Panaderia Ayutla Corporation,-87.673775,42.008347,6963 N. Clark St.,,Chicago,IL,60626,3222.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5106,Rio's Grocery Store,-87.734001,41.793083,4425 W 55th St,,Chicago,IL,60632,4719.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5107,Alquity Inc,-87.838943,41.882504,601 S 5th Ave,,Maywood,IL,60153,2006.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5108,"AK Food Mart & Wireless, Inc.",-87.76351899999999,41.970473999999996,5368 W Gale St,,Chicago,IL,60630,2243.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5109,Adam Food & Tobacco,-87.728065,41.96093,4007 W Montrose Ave,,Chicago,IL,60641,2141.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5110,Road Ranger 268,-87.992188,38.275524,1776 N Court St,,Grayville,IL,62844,1076.0,WHITE,0,0,0.0,0.0,0,0.0,0,0
5111,Father & Son Food Mart,-87.67424,41.79015,5700 S Damen Ave,,Chicago,IL,60636,1506.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5112,Stickney Oil Corporation,-87.802559,41.821083,3901 S Harlem Ave,,Stickney,IL,60402,4201.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5113,Grocery Asian 1,-88.105133,41.888111,218 E Geneva Rd,,Wheaton,IL,60187,2408.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
5114,Hasans Pak & Indian Grocers,-88.079918,41.932388,1985 Bloomingdale Rd,,Glendale Heights,IL,60139,2171.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
5115,R & A Gas Station,-89.115166,42.288349,3721 Auburn St,,Rockford,IL,61101,3201.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
5116,Damen Food Mart,-87.673965,41.779911,6240 S Damen Ave,,Chicago,IL,60636,2134.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5117,Granville Food Mart Inc.,-87.6586,41.994541,1108 W Granville Ave,,Chicago,IL,60660,2013.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5118,J & A Convenient Store,-87.65815,41.973273999999996,1108 W Argyle St,,Chicago,IL,60640,3610.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5119,Shop 4 Less,-87.726509,41.908772,1532 N Pulaski Rd,,Chicago,IL,60651,1937.0,COOK,0,0,0.0,0.0,0,0.0,0,0
5120,Rkh Gas Corp,-89.096802,42.303368,3005 N Rockton Ave,,Rockford,IL,61103,3650.0,WINNEBAGO,0,0,0.0,0.0,0,0.0,0,0
5121,Lassak Market & Deli,-87.944748,41.760174,7145 S Kingery Hwy,,Willowbrook,IL,60527,5525.0,DU PAGE,0,0,0.0,0.0,0,0.0,0,0
5122,Mi Mexicana,-88.834801,41.120948999999996,110 E Main St,,Streator,IL,61364,2901.0,LA SALLE,0,0,0.0,0.0,0,0.0,0,0
