,index,Unnamed: 0,Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,Double Value,Farmers Market?,place_id,googlename,googlelat,googlelon,googleaddress,cost,multiple,how,check,type
1344,157502,157502,67th Matathon Inc.,-87.612778,41.77298,505 E 67th St,,Chicago,IL,60637.0,4001,COOK,False,False,,,,,,,0,name second word,0,0
1345,157622,157622,Brown Sugar Bakery & Cafe,-87.617188,41.7584,328 E 75th St,,Chicago,IL,60619.0,2219,COOK,False,False,ChIJoY48HssoDogRu1hzGQ0eAY8,Brown Sugar Bakery,41.758536,-87.617109,"328 East 75th Street, Chicago",,1,address first word,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
1346,157626,157626,Citgo 7/24,-87.751808,41.957623,4219 N Milwaukee Ave,,Chicago,IL,60641.0,1641,COOK,False,False,ChIJuxymrTjMD4gR3mCTulTNyks,724 CITGO,41.9577849,-87.7515466,"4219 North Milwaukee Avenue, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1347,157746,157746,"European American Grocery And Meat Market, Inc.",-87.692719,41.97921,5356 N Lincoln Ave,,Chicago,IL,60625.0,2316,COOK,False,False,ChIJFblny_7RD4gRoOcUUFKv-aU,European American Grocery & Meat,41.9792983,-87.6929172,"5356 North Lincoln Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1348,157806,157806,Abu Hasan Gas & Mini Mart Inc 1,-87.604782,41.735973,8721 S Cottage Grove Ave,,Chicago,IL,60619.0,6903,COOK,False,False,,,,,,,0,name second word,0,0
1349,157840,157840,Dollar Tree 5705,-87.702492,41.815132,4315 S Archer Ave,,Chicago,IL,60632.0,2844,COOK,False,False,ChIJPQBY0_gxDogRK6PyY7ucrZY,Dollar Tree,41.81494529999999,-87.7022472,"4315 South Archer Avenue, Chicago",1.0,1,address first word,0,"['food', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
1350,158188,158188,Heartland Cafe,-87.666237,42.009212,7000 N Glenwood Ave,,Chicago,IL,60626.0,2803,COOK,False,False,ChIJlee_ca7RD4gRPiqsy3c_ats,Heartland Cafe,42.0093417,-87.6663252,"7000 North Glenwood Avenue, Chicago",,1,address first word,Double Check- invalid type,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
1351,158220,158220,Chicago Philly Stop Inc,-87.667183,41.885368,1600 W Lake St,,Chicago,IL,60612.0,2500,COOK,False,False,ChIJqechWyUtDogRuO1So_sZ0Dg,Chicago Philly Stop,41.88557,-87.66722999999999,"1600 West Lake Street, Chicago",,1,address first word,Double Check- invalid type,"['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']"
1352,158248,158248,Family Dollar 10988,-87.769829,41.953182,5708 W Irving Park Rd,,Chicago,IL,60634.0,2607,COOK,False,False,ChIJI2sJ6XPMD4gR7paePoNlcbc,Dollar Tree,41.9532995,-87.769905,"5708 West Irving Park Road, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1353,158325,158325,Panaderia Nuevo Leon,-87.667542,41.857807,1634 W 18th St,,Chicago,IL,60608.0,2836,COOK,False,False,ChIJxwSy2wctDogRNKmiXhpjP1Y,Panaderia Nuevo Leon,41.85790599999999,-87.66754399999999,"1634 West 18th Street, Chicago",,1,address first word,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
1354,158367,158367,Jacks Cottage Grove Mini Mart Inc.,-87.60464499999998,41.727341,9204 S Cottage Grove Ave,,Chicago,IL,60619.0,7706,COOK,False,False,ChIJZb2HPBomDogRF_tMx-KWJCE,Jesse's Meat Mart,41.7273109,-87.60476940000001,"9204 South Cottage Grove Avenue, Chicago",,1,address first word,0,"['food', 'store', 'point_of_interest', 'establishment']"
1355,158384,158384,7-Eleven 35978A,-87.647636,41.89131500000001,504 N Halsted St,,Chicago,IL,60642.0,5950,COOK,False,False,ChIJMekc8M0sDogRRn7iAHF9iSw,7-Eleven,41.8915628,-87.64791860000001,"504 North Halsted Street, Chicago",1.0,1,name 1 and address 1 (more than one first) ,Double Check- invalid type,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
1356,158437,158437,Big Lots 4497,-87.742599,41.931622,4628 W Diversey Ave,,Chicago,IL,60639.0,1829,COOK,False,False,ChIJZTP57_vMD4gRr_tdAKXM6RM,Big Lots,41.9328825,-87.74371909999999,"4628 West Diversey Avenue, Chicago",1.0,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1357,158621,158621,71st Shell 1,-87.66375699999998,41.76474,7101 S Ashland Ave,,Chicago,IL,60636.0,3913,COOK,False,False,ChIJjcgx0aUvDogRAfSqEgWsG20,Shell Fatani Oil Inc,41.76461700000001,-87.66344959999999,"7101 South Ashland Avenue, Chicago",2.0,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1358,158715,158715,Western Blvd Petroleum Inc.,-87.68383,41.808323,4701 S Western Blvd,,Chicago,IL,60609.0,4061,COOK,False,False,ChIJJ1P_FA4uDogR34idOnjkxOQ,Classic Cars Body Shop & Auto,41.80794789999999,-87.6835064,"4711 South Western Boulevard, Chicago",,2,name 1 & 2 (none first),0,"['car_repair', 'point_of_interest', 'establishment']"
1359,158776,158776,J And A Gas Mart,-87.62886,41.707138,210 W 103rd St,,Chicago,IL,60628.0,2502,COOK,False,False,,,,,,,0,name second word,0,0
1360,158833,158833,Sana Food Mart Inc,-87.708313,41.962261,4458 N Kedzie Ave,Ste 1,Chicago,IL,60625.0,6687,COOK,False,False,ChIJlTTOyO_ND4gR6bW_QQIMuMs,Wok Cuisine,41.9644789,-87.7087978,"4554 North Kedzie Avenue, Chicago",1.0,9,"name second word, >1 results",Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1361,158840,158840,Suha Fullerton Citgo,-87.748901,41.924248,4900 W Fullerton Ave,,Chicago,IL,60639.0,2506,COOK,False,False,ChIJczMTG-_MD4gRqTZ72Cpj3q0,MGM PETROLEUM INC,41.9244516,-87.74901919999999,"4900 West Fullerton Avenue, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1362,158844,158844,Little Lagos Inc,-87.666267,41.998158,1420 W Devon Ave,,Chicago,IL,60660.0,1312,COOK,False,False,ChIJefr8GaPRD4gRc7JYiDn7PNo,Little Lagos Market,41.99823060000001,-87.666466,"1424 West Devon Avenue, Chicago",,1,name 1 & 2 (none first),0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1363,158847,158847,Aisha Wash & Fuel Island,-87.76576999999997,41.931263,5549 W Diversey Ave,,Chicago,IL,60639.0,1301,COOK,False,False,ChIJOXWxZY_MD4gRcR7J0j82SaI,Aisha Fuel-Citgo,41.9310507,-87.76599890000001,"5549 West Diversey Avenue, Chicago",,1,address first word,0,"['gas_station', 'car_repair', 'point_of_interest', 'establishment']"
1364,158849,158849,Dollar True Inc,-87.560684,41.75909,2626 E 75th St,,Chicago,IL,60649.0,3706,COOK,False,False,ChIJTyVvuEAoDogRpYwq9CRS_Bg,Family Dollar Stores,41.7589817,-87.5605417,"2623 East 75th Street, Chicago",,1,name first word,0,"['store', 'point_of_interest', 'establishment']"
1365,158950,158950,Nayleah's Grocery Inc,-87.657646,41.806999,4758 S Throop St,,Chicago,IL,60609.0,4221,COOK,False,False,ChIJwSoA-XwuDogRjPgNhfcAyfs,Farmer Best Market,41.80873829999999,-87.66087200000001,"1422 West 47th Street, Chicago",,1,name second word,Double Check- Address mismatch,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1366,158954,158954,TC  Food Market,-87.696175,41.884304,2761 W Lake St,,Chicago,IL,60612.0,2007,COOK,False,False,,,,,,,0,name second word,0,0
1367,158962,158962,Division Grocery Plus,-87.721649,41.902664,3805 W Division St,,Chicago,IL,60651.0,2045,COOK,False,False,ChIJf_rvDDbND4gRucyXvRuM15o,DIVISION QUICKSTOP CELLULAR AND GROCERY,41.90251000000001,-87.71877570000001,"3657 West Division Street, Chicago",,2,name 1 & 2 (none first),Double Check- Address mismatch,"['electronics_store', 'grocery_or_supermarket', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1368,158990,158990,Familia Foods 1 Inc,-87.721779,41.92075,2158 N Hamlin Ave,,Chicago,IL,60647.0,3427,COOK,False,False,ChIJF4PdHhTND4gRSuQKgGA5XX4,Familia Foods,41.9207866,-87.72196699999999,"2158 North Hamlin Avenue, Chicago",,1,address first word,0,"['convenience_store', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1369,159043,159043,7901 LIQUOR & GROCERY INC,-87.60515600000002,41.751282,7901 S Cottage Grove Ave,,Chicago,IL,60619.0,3910,COOK,False,False,ChIJlynCZ7koDogRjSKLLBjgiDE,Happy Liquor and Food,41.7510279,-87.6049914,"7901 South Cottage Grove Avenue, Chicago",,1,address first word,0,"['liquor_store', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1370,159145,159145,Pete's Meat Market Inc 01,-87.630783,41.721542,255 W 95th St,,Chicago,IL,60628.0,1357,COOK,False,False,ChIJhzUDK-8lDogRCpcdIJj9D-Y,Pete's Quality Meat,41.721339,-87.630781,"255 95th Street, Chicago",,1,address first word,0,"['food', 'store', 'point_of_interest', 'establishment']"
1371,159456,159456,Dollar Tree 5986,-87.763123,41.909382,5469 W North Ave,,Chicago,IL,60639.0,4346,COOK,False,False,ChIJa8E8QbrMD4gRIh5yPhZcwBQ,Dollar Tree,41.9091742,-87.7631519,"5469 West North Avenue, Chicago",1.0,1,address first word,0,"['food', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
1372,159507,159507,Delipan,-87.806381,41.928822,2651 N Harlem Ave,,Chicago,IL,60707.0,1629,COOK,False,False,ChIJO3C7UgXLD4gRUaLfZLQHEPg,DeliPAN,41.92850179999999,-87.80612819999999,"2651 North Harlem Avenue, Chicago",,1,address first word,0,"['cafe', 'food', 'point_of_interest', 'establishment']"
1373,159529,159529,Farmer's Food Basket Corp 1,-87.615143,41.765751,400 E 71st St,,Chicago,IL,60619.0,1105,COOK,False,False,ChIJzZWsis0oDogRvaNq3oblQm8,Farmers Food Basket Corporation,41.7659208,-87.6151575,"400 East 71st Street, Chicago",,1,name first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1374,159551,159551,Carlos Food,-87.75797299999998,41.909447,5261 W North Ave,,Chicago,IL,60639.0,4429,COOK,False,False,ChIJ2WQlQrjMD4gR7tFi0hM5waE,Carlos Food,41.9093248,-87.7579913,Chicago,,1,name first word,Double Check- Address mismatch,"['point_of_interest', 'establishment']"
1375,159589,159589,1 Stop & Shop,-87.641624,41.672234,12201 S Halsted St,,Chicago,IL,60628.0,6427,COOK,False,False,ChIJbQHyhWskDogRkGG8grCQYW8,Stop & Shop,41.67217379999999,-87.641426,Chicago,,5,"name second word, >1 results",Double Check- Address mismatch,"['point_of_interest', 'establishment']"
1376,159671,159671,51 Halsted Inc,-87.645302,41.801304,5101 S Halsted St,,Chicago,IL,60609.0,5135,COOK,False,False,ChIJX-lpYpEuDogROhn0nJgsmcU,Reggae Island Jerk Chicken,41.801314,-87.6449559,"5101 South Halsted Street, Chicago",,1,name 1 and address 1 (more than one first) ,Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1377,159912,159912,Super Save,-87.64456899999998,41.772957,6649 S Halsted St,,Chicago,IL,60621.0,1843,COOK,False,False,ChIJ4SK7QBwvDogRlzDLzfQS_HI,Super Save,41.77275429999999,-87.64437939999999,"6659 South Halsted Street, Chicago",,1,name first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1378,159951,159951,Devon Zabiha Market,-87.702354,41.997498,2907 W Devon Ave,,Chicago,IL,60659.0,1507,COOK,False,False,ChIJS4f-iSHOD4gRkPYx9Sjy_9E,Zabiha Meat Market,41.9973353,-87.7024505,"2907 West Devon Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1379,159979,159979,Smile Food Market,-87.696022,41.877415,2759 W Jackson Blvd,,Chicago,IL,60612.0,3623,COOK,False,False,ChIJISoIHKAyDogRnFCEeivdxcw,Marillac House Food Pantry,41.877138,-87.69827,"2859 West Jackson Boulevard, Chicago",,2,"name second word, >1 results",0,"['point_of_interest', 'establishment']"
1380,159992,159992,Big Apple Finer Foods,-87.639946,41.924801,2345 N Clark St,,Chicago,IL,60614.0,3492,COOK,False,False,ChIJW6H4mxLTD4gR7WlhXgw5hfg,Big Apple Finer Foods,41.9249399,-87.6399393,"2345 North Clark Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1381,160020,160020,Western Shell 1,-87.683487,41.772713,6658 S Western Ave,,Chicago,IL,60636.0,2413,COOK,False,False,ChIJL8AWG8wvDogRdV-QvDbpPOE,Shell,41.772248,-87.683784,"6658 South Western Avenue, Chicago",2.0,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1382,160242,160242,Fair Deal Live Fish Inc.,-87.721542,41.895412,3805 W Chicago Ave,,Chicago,IL,60651.0,3704,COOK,False,False,ChIJV7JuY8syDogRNI3B4T-KXCU,Fair Deal Live Fish,41.8953034,-87.7215495,"3805 West Chicago Avenue, Chicago",,1,address first word,Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1383,160248,160248,Logan Square Farmers Market,-87.71096800000002,41.931259,2755 N Milwaukee Ave,,Chicago,IL,60647.0,1341,COOK,False,False,ChIJo9vg5XrND4gR8LLYtKiLXJM,Logan Square Farmers Market,41.9312976,-87.7104851,"2755 North Milwaukee Avenue, Chicago",,1,address first word,0,"['food', 'point_of_interest', 'establishment']"
1384,160278,160278,Hyde Park Farmers Market 1,-87.589104,41.799461,5300 Harper Court Cir,,Chicago,IL,60615.0,,COOK,False,True,ChIJW_l52W0pDogR1gQ1ii4ByfU,Boston Market,41.7996953,-87.5907208,"1424-28 E 53rd, Chicago",1.0,1,address first word,Double Check- invalid type,"['restaurant', 'meal_takeaway', 'food', 'point_of_interest', 'establishment']"
1385,160337,160337,Super Low Basket Food Inc,-87.610405,41.773087,600 E 67th St,,Chicago,IL,60637.0,4123,COOK,False,False,,,,,,,0,name second word,0,0
1386,160406,160406,Devon Community Market,-87.698151,41.997631,2720 West Devon Avenue,,Chicago,IL,60659.0,,COOK,False,False,ChIJnXyueiDOD4gRuCq69rTI8RQ,Republic Bank of Chicago,41.99779100000001,-87.698121,"2720 West Devon Avenue, Chicago",,1,address first word,0,"['bank', 'finance', 'point_of_interest', 'establishment']"
1387,160420,160420,Jordan Grocery,-87.767273,41.902161,5652 W Division St,,Chicago,IL,60651.0,1142,COOK,False,False,ChIJWVqvCbLMD4gRQeuZXfsBSHs,Family Time Grocery & Deli,41.9022421,-87.766396,"5616 West Division Street, Chicago",,2,"name second word, >1 results",0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1388,160425,160425,Ahm Wireless Inc,-87.71369200000002,41.91737,3500 Armitage Ave,,Chicago,IL,60647.0,,COOK,False,False,ChIJ2VNm-GnND4gRDp43OJbHb5I,Go Wireless,41.91725199999999,-87.7122577,"3407 West Armitage Avenue, Chicago",2.0,4,"name second word, >1 results",0,"['electronics_store', 'store', 'point_of_interest', 'establishment']"
1389,160728,160728,"Snack 4 Less, Inc",-87.659035,41.965405,1144 W Wilson Ave,,Chicago,IL,60640.0,5617,COOK,False,False,ChIJy4RdXi3SD4gR35moBZxKy-8,Snack 4 Less,41.9655111,-87.65921929999999,"1144 West Wilson Avenue, Chicago",,1,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1390,160799,160799,Le Paris Bakery No3 Inc,-87.70414699999998,41.81205,4450 S Kedzie Ave,,Chicago,IL,60632.0,2815,COOK,False,False,ChIJ2SHU0PsxDogRhoGvYU6av70,Le Paris Bakery,41.8120585,-87.7044671,"4450 South Kedzie Avenue, Chicago",,1,name 1 and address 1 (more than one first) ,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
1391,160981,160981,Dollar General 15873,-87.764481,41.89487800000001,5518 W Chicago Ave,,Chicago,IL,60651.0,2726,COOK,False,False,ChIJi-Vtr00zDogRUePRPCq4tl0,Dollar General,41.8950609,-87.7645881,"5518 West Chicago Avenue, Chicago",1.0,1,address first word,0,"['food', 'store', 'point_of_interest', 'establishment']"
1392,161031,161031,7-Eleven 33591C,-87.761818,41.969124,4859 N Milwaukee Ave,,Chicago,IL,60630.0,2145,COOK,False,False,ChIJ4_n3ihnMD4gRXg7zXNGXrL0,7-Eleven,41.9693764,-87.7609696,"4859 North Milwaukee Avenue, Chicago",1.0,1,name 1 and address 1 (more than one first) ,Double Check- invalid type,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
1393,161247,161247,Lulu's Grocery Inc. 1,-87.680672,41.851452,2215 S Leavitt St,,Chicago,IL,60608.0,4007,COOK,False,False,ChIJFdn8AJstDogRbxehtSLXl9E,Donald's Famous Hot Dogs,41.8494465,-87.6853778,"2325 South Western Avenue, Chicago",,1,name first word,Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1394,161293,161293,Dollar Tree 5951,-87.720642,41.699963,10601 S Pulaski Rd,,Chicago,IL,60655.0,3827,COOK,False,False,ChIJVVxdsOE6DogR7Q7bw3XxpM8,Dollar Tree,41.70017079999999,-87.7202456,"10601 South Pulaski Road, Chicago",1.0,1,name 1 and address 1 (more than one first) ,0,"['food', 'home_goods_store', 'store', 'point_of_interest', 'establishment']"
1395,161349,161349,Golo,-87.694748,41.828915,3541 S California Ave,,Chicago,IL,60632.0,1733,COOK,False,False,ChIJyfj-BfctDogReQdR0qOQU1c,GoLo,41.8289114,-87.694508,"3541 South California Avenue, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1396,161381,161381,Cecilia's Bakery Inc.,-87.753029,41.931435,5055 W Diversey Ave,,Chicago,IL,60639.0,1609,COOK,False,False,ChIJd3KQovPMD4gRZXf1SQeGlbY,Cecilia's Bakery Inc.,41.931188,-87.75368499999999,"5055 West Diversey Avenue, Chicago",,1,address first word,0,"['bakery', 'food', 'store', 'point_of_interest', 'establishment']"
1397,161532,161532,Dollar Plus Variety,-87.755936,41.924149,5156 W Fullerton Ave,,Chicago,IL,60639.0,2404,COOK,False,False,ChIJccOXxezMD4gR9jC-cm9bgEs,Bhakti Trading,41.924421,-87.755946,"5156 West Fullerton Avenue, Chicago",,1,address first word,0,"['store', 'point_of_interest', 'establishment']"
1398,161579,161579,Nn Super Market,-87.7173,41.938675,3149 N Central Park Ave,,Chicago,IL,60618.0,6604,COOK,False,False,,,,,,,0,name second word,0,0
1399,161587,161587,Neighbor1 Inc,-87.665176,42.0079,1337 W Morse Ave,,Chicago,IL,60626.0,3530,COOK,False,False,ChIJIeCQc7HRD4gRK2xgJfnk2Qw,Trilogy Inc,42.01058090000001,-87.66652839999999,"1400 West Greenleaf Avenue, Chicago",,2,"name second word, >1 results",Double Check- Address mismatch,"['point_of_interest', 'establishment']"
1400,161601,161601,Magnolia Food Mart,-87.66098000000002,41.964912,4544 N Magnolia Ave,,Chicago,IL,60640.0,5513,COOK,False,False,ChIJa9jWezLSD4gRkbBycVkF_Ek,Three Harmony Chinese Restaurant,41.964965,-87.66135,"4546 North Magnolia Avenue, Chicago",1.0,10,name 1 & 2 (none first),Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1401,161621,161621,7-eleven 26878F,-87.786316,41.792263,6559 W Archer Ave,,Chicago,IL,60638.0,2438,COOK,False,False,ChIJVbMnhsU2DogRvNAtCCU6lAQ,7-Eleven,41.7918776,-87.7863423,"6559 West Archer Avenue, Chicago",1.0,1,address first word,Double Check- invalid type,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
1402,161657,161657,Stop Everyday,-87.62552600000002,41.878281,66 E Jackson Blvd,,Chicago,IL,60604.0,2320,COOK,False,False,ChIJ3a80sKMsDogRYyJe9UWMpTs,Stop Everyday,41.878359,-87.62538029999999,"66 East Jackson Boulevard, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1403,161775,161775,Nick Pantry,-87.72976700000002,41.961021,4403 N Elston Ave,,Chicago,IL,60630.0,4418,COOK,False,False,ChIJX2_pT8nND4gRqwVN5z7kjAQ,R Montoya Inc,41.9611961,-87.7313959,"4403 North Keokuk Avenue, Chicago",,1,address first word,0,"['general_contractor', 'point_of_interest', 'establishment']"
1404,161785,161785,La Unidad Grocery Corp,-87.692879,41.85380900000001,2658 W 21st St,,Chicago,IL,60608.0,2418,COOK,False,False,ChIJj9tTVIEtDogR2XDD7CC698Q,Olmos Auto Sales,41.85207820000001,-87.69279829999999,"2658 West Cermak Road, Chicago",,1,address first word,0,"['car_dealer', 'store', 'point_of_interest', 'establishment']"
1405,162059,162059,"Jimmy's Wine & Spirit, Inc.",-87.63781,41.78709,501 W 59th St,,Chicago,IL,60621.0,3336,COOK,False,False,,,,,,,0,name second word,0,0
1406,162448,162448,"D&J Convenient Market, Inc. 1",-87.560295,41.744511,2623 E 83rd St,,Chicago,IL,60617.0,2002,COOK,False,False,,,,,,,0,name second word,0,0
1407,162854,162854,Iguala Grocery,-87.694389,41.919285,2700 W Francis Pl,,Chicago,IL,60647.0,,COOK,False,False,ChIJnwXv-p7SD4gRKdaOdA6DbAg,Iguala Grocery,41.91939229999999,-87.6945581,"2700 West Francis Place, Chicago",,1,address first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1408,162894,162894,7-eleven 33734B,-87.677444,41.908562,1508 N Damen Ave,,Chicago,IL,60622.0,1905,COOK,False,False,ChIJxW_ZCsbSD4gR_y2yGa9FY4w,7-Eleven,41.9085192,-87.67793209999999,"1508 North Damen Avenue, Chicago",1.0,1,name 1 and address 1 (more than one first) ,Double Check- invalid type,"['convenience_store', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
1409,162965,162965,Farmer's Fresh Meat Mart Inc 1,-87.612648,41.751114,457 E 79th St,,Chicago,IL,60619.0,2819,COOK,False,False,ChIJP1FDAbQoDogRGS558L9QU6o,Burger King,41.7512674,-87.61417689999999,"418 East 79th Street, Chicago",1.0,2,"name second word, >1 results",Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1410,163120,163120,Woodlawn Neighborhood Market,-87.613632,41.783932,460 E 61st St,,Chicago,IL,60637.0,2372,COOK,False,False,ChIJsdVPZS4pDogRFBRbERLXGC0,Greenline Coffee,41.78383609999999,-87.6131085,"501 East 61st Street, Chicago",1.0,1,name 1 & 2 (none first),Double Check- invalid type,"['cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']"
1411,163429,163429,Barakah Food Mart,-87.672348,42.002983,6658 N Clark St,,Chicago,IL,60626.0,4015,COOK,False,False,ChIJ9RkClbvRD4gRgvQv3V5mh1M,Taste of Peru,42.0013232,-87.6712749,"6545 North Clark Street, Chicago",2.0,3,"name second word, >1 results",Double Check- invalid type,"['restaurant', 'food', 'point_of_interest', 'establishment']"
1412,163644,163644,Moe's Mini Mart Inc,-87.621048,41.691502,11134 S Michigan Ave,,Chicago,IL,60628.0,4337,COOK,False,False,ChIJRV9k0yskDogREF9KwSm-d3M,Moe's Mini Mart,41.6915968,-87.6212663,"East 111th Place, Chicago",,1,name first word,Double Check- Address mismatch,"['point_of_interest', 'establishment']"
1413,163673,163673,Marathon,-87.578796,41.72242,1839 E 95th St,,Chicago,IL,60617.0,4709,COOK,False,False,ChIJMbDSobXvEYgR7JjUImJGnQM,Marathon Gas,41.7221041,-87.5786699,"1835 East 95th Street, Chicago",,1,name first word,0,"['gas_station', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1414,163737,163737,Bjc Gas Stations Inc.,-87.726463,41.924461,3959 W Fullerton Ave,,Chicago,IL,60647.0,2243,COOK,False,False,ChIJ0WSUiBDND4gRtHSdzgMiG4M,Shell,41.92428100000001,-87.72643099999999,"3959 West Fullerton Avenue, Chicago",2.0,3,"name second word, >1 results",0,"['gas_station', 'point_of_interest', 'establishment']"
1415,163748,163748,Vp,-87.643127,41.83807,659 W 31st St,,Chicago,IL,60616.0,3036,COOK,False,False,ChIJQblCLUcsDogRn7CwshK6-u4,VP RACING FUELS,41.8379669,-87.64357059999999,"659 W 31ST ST, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1416,163802,163802,A & K Prestige & Liquor Inc.,-87.70871700000002,41.961231,3210 W Montrose Ave,,Chicago,IL,60618.0,1204,COOK,False,False,ChIJdRvbCu7ND4gRBMi7UPSEY5w,Prestige Liquors,41.96127559999999,-87.7087428,"3210 West Montrose Avenue, Chicago",,1,address first word,0,"['liquor_store', 'store', 'point_of_interest', 'establishment']"
1417,163819,163819,Ramos Grocery Inc,-87.720291,41.891708,3759 W Ohio St,,Chicago,IL,60624.0,1271,COOK,False,False,ChIJeZrIZMkyDogRnipKTgLT7Lw,Ramos Grocery,41.89161029999999,-87.7209025,"3759 West Ohio Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1418,163866,163866,El Conuco Farmers Market,-87.68821,41.91027800000001,2425 W. North Ave.,Corner Of Artesian,Chicago,IL,60622.0,,COOK,True,True,ChIJbUBlLqXSD4gRygNMMsOwXLY,El Yunque Community Garden,41.908356,-87.688048,"1459 North Artesian Avenue, Chicago",,1,name first word,Double Check- Address mismatch,"['park', 'point_of_interest', 'establishment']"
1419,163884,163884,"Amal Food Mart, Inc 1",-87.649506,41.765079,1005 W 71st St,,Chicago,IL,60621.0,1007,COOK,False,False,ChIJmaKzuA8vDogRewO8BlIw3lY,J&J FOOD,41.7649689,-87.6495336,"1005 West 71st Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1420,163897,163897,Alston Enterprises/the P.c. Detectives,-87.735466,41.879948,16 S Kostner Ave,,Chicago,IL,60624.0,2521,COOK,False,False,ChIJq6qqqsYyDogRsIhB2DQ5sV4,Alston Enterprise LLC,41.8799499,-87.7356461,"16 South Kostner Avenue, Chicago",,1,name first word,0,"['point_of_interest', 'establishment']"
1421,163955,163955,Saginaw Food Mart,-87.559837,41.751793,2635 E 79th St,,Chicago,IL,60649.0,5209,COOK,False,False,ChIJebkyuGsoDogRQxKLYePbK7Q,79th Kingston Food Inc,41.75160769999999,-87.5628052,"2523 East 79th Street, Chicago",,2,"name second word, >1 results",Double Check- Address mismatch,"['grocery_or_supermarket', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1422,164020,164020,Y B Midway Inc,-87.742912,41.803062,4951 S Cicero Ave,,Chicago,IL,60632.0,4809,COOK,False,False,,,,,,,0,name second word,0,0
1423,164255,164255,Clark Dollar Market,-87.675095,42.015221,7354 N Clark St,,Chicago,IL,60626.0,1604,COOK,False,False,ChIJ159LKEvQD4gRTt56rDO9ss0,New Image Hair Salon,42.015605,-87.675254,"7362 North Clark Street, Chicago",,1,name 1 & 2 (none first),0,"['beauty_salon', 'hair_care', 'point_of_interest', 'establishment']"
