,index,Unnamed: 0,Store_Name,Longitude,Latitude,Address,Address Line #2,City,State,Zip5,Zip4,County,Double Value,Farmers Market?,place_id,googlename,googlelat,googlelon,googleaddress,cost,multiple,how,check,type
1961,231027,231027,CVS 2934,-87.63401,41.883266,208 W Washington St,,Chicago,IL,60606.0,,COOK,False,False,ChIJD5Q5mbksDogRScK_sph6k2s,CVS,41.8833934,-87.63419309999999,"208 West Washington Street, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1962,231031,231031,CVS  2845,-87.67031899999998,41.706635,1930 W 103rd St,,Chicago,IL,60643.0,2625.0,COOK,False,False,ChIJa0VzhholDogRV-0pp-z11Mk,CVS,41.7069132,-87.67011939999999,"1930 West 103rd Street, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1963,231032,231032,CVS 2810,-87.633224,41.878105,175 W Jackson Blvd,,Chicago,IL,60604.0,,COOK,False,False,ChIJBUZJK7wsDogR4GS1mRkujzU,CVS,41.8779037,-87.6335218,"175 West Jackson Boulevard, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1964,231047,231047,CVS  2798,-87.719765,41.705856,3951 W 103rd St,,Chicago,IL,60655.0,3703.0,COOK,False,False,ChIJTQAKWOY6DogRIfGRrlmds4w,CVS,41.7055198,-87.7204746,"3951 West 103rd Street, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1965,231110,231110,SUPERMERCADO BARRERA,-87.698685,41.923695,2336 N Milwaukee Ave,,Chicago,IL,60647.0,2909.0,COOK,False,False,ChIJ56_dYGLND4gRUAH9YRJ1mz8,Supermercado Barrera,41.92362370000001,-87.6987482,"2336 North Milwaukee Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1966,231153,231153,SAVE A LOT 859,-87.725548,41.875072,420 S Pulaski Rd,,Chicago,IL,60624.0,3151.0,COOK,False,False,ChIJNfdqWegyDogRaD16xJSnQUE,Save-A-Lot,41.8746048,-87.7262597,"420 South Pulaski Road, Chicago",1.0,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1967,231158,231158,KWIK MART,-87.72303000000002,41.749382,4047 W 79th St,,Chicago,IL,60652.0,2348.0,COOK,False,False,ChIJ90yEQG4wDogR-oiK7pb4yik,Kwik Mart,41.7490965,-87.723534,"4047 West 79th Street, Chicago",,1,address first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1968,231213,231213,Walgreens 04978,-87.647247,41.880341,111 S Halsted St,,Chicago,IL,60661.0,3507.0,COOK,False,False,ChIJCdi2XMMsDogRteBZ6FPlMoM,Walgreens,41.8798754,-87.6469597,"111 South Halsted Street, Chicago",2.0,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1969,231712,231712,"JOHNNY'S FOOD & LIQUOR,INC.",-87.663834,41.763817,7158 S Ashland Ave,,Chicago,IL,60636.0,3914.0,COOK,False,False,ChIJGw_5MKQvDogRPD5ioEtuQvg,Johnny's Food & Liquor,41.76325720000001,-87.663955,"7158 South Ashland Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'liquor_store', 'food', 'store', 'point_of_interest', 'establishment']"
1970,231764,231764,JEWEL 3368,-87.62571700000002,41.79361,550 N State St,,Chicago,IL,60610.0,4315.0,COOK,False,False,,,,,,,0,name second word,0,0
1971,232310,232310,SAVE A LOT #858 0858,-87.55461899999997,41.744637,2858 E 83rd St,,Chicago,IL,60617.0,2107.0,COOK,False,False,ChIJOS7zAhIoDogR5510cUq9BiA,Save-A-Lot,41.7450084,-87.5541532,"2858 East 83rd Street, Chicago",1.0,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1972,232478,232478,AUTLAN GROCERY,-87.69072,41.828323,2621 W 36th St,,Chicago,IL,60632.0,1611.0,COOK,False,False,,,,,,,0,name second word,0,0
1973,232482,232482,CVS  3170,-87.788521,41.976437,6417 W Higgins Ave,,Chicago,IL,60656.0,2202.0,COOK,False,False,ChIJMcZcXuLLD4gRb4mtCtkavqc,CVS,41.9762661,-87.7884344,"6417 West Higgins Avenue, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1974,232759,232759,THACHET CORPORATION,-87.674706,41.852142,1955 W Cermak Rd,,Chicago,IL,60608.0,4203.0,COOK,False,False,ChIJLRNSnaEtDogRPvL7_wL6Fwg,BP,41.8520185,-87.6754587,"1955 West Cermak Road, Chicago",,1,address first word,0,"['gas_station', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1975,232761,232761,WALGREENS  06641,-87.665825,41.808617,1614 W 47th St,,Chicago,IL,60609.0,3245.0,COOK,False,False,ChIJwf1L_HouDogRQUFZyNBQPdA,Walgreens,41.8088695,-87.6658224,"1614 West 47th Street, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1976,232767,232767,DAMEN CITGO,-87.67395,41.779018,6300 S Damen Ave,,Chicago,IL,60636.0,2505.0,COOK,False,False,ChIJSU21dUsuDogRsuLbfFEs1Ys,HIGHSPLASH CITGO,41.7791515,-87.6741874,"6302 South Damen Avenue, Chicago",,1,address first word,0,"['gas_station', 'car_repair', 'point_of_interest', 'establishment']"
1977,232817,232817,COLONY FOOD & LIQ. INC.,-87.653816,41.756718,7555 S Racine Ave,,Chicago,IL,60620.0,2957.0,COOK,False,False,ChIJqe07sHQvDogRIUlCz4orzrA,Colony Food & Liquor Corporation,41.7561979,-87.6535207,"7555 South Racine Avenue, Chicago",,1,address first word,0,"['liquor_store', 'store', 'point_of_interest', 'establishment']"
1978,232821,232821,La Altena,-87.55405400000002,41.73502,8827 S Escanaba Ave,,Chicago,IL,60617.0,3134.0,COOK,False,False,ChIJ_fxLB-InDogRZj7bh80LJiA,La Altena,41.7346918,-87.55395299999999,"8827 South Escanaba Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1979,232890,232890,CVS  3690,-87.653198,41.91251,1714 N Sheffield Ave,,Chicago,IL,60614.0,5526.0,COOK,False,False,ChIJ7xl1eyHTD4gRYRbCnacvUJc,CVS,41.9126845,-87.6533797,"1714 North Sheffield Avenue, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1980,232996,232996,AIDA FOOD & LIQUOR,-87.643982,41.749882,7923 S Halsted St,,Chicago,IL,60620.0,2541.0,COOK,False,False,ChIJMa65zm4vDogRrvnk9kE1QVg,Aida Food Market,41.7499256,-87.6439109,"7923 South Halsted Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1981,233179,233179,COUNTY FAIR,-87.681366,41.69714000000001,10800 S Western Ave,,Chicago,IL,60643.0,3226.0,COOK,False,False,ChIJt2QCXt8kDogR5VfGe2rYp-w,County Fair Foods,41.6968218,-87.68167000000001,"10800 South Western Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1982,233208,233208,PARADISE SUPERMARKET,-87.60509499999998,41.747471,8101 S Cottage Grove Ave,,Chicago,IL,60619.0,5103.0,COOK,False,False,ChIJqSlAa7soDogRHwVxurk3tFQ,Paradise Supermarket,41.747481,-87.6047059,"8101 South Cottage Grove Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1983,233220,233220,Food 4 Less Midwest 789,-87.675026,41.808914,4620 S Damen Ave,,Chicago,IL,60609.0,4043.0,COOK,False,False,ChIJH8jypXMuDogRBPLF1-XPsTs,Food 4 Less,41.8094069,-87.6778901,"4620 South Damen Avenue, Chicago",1.0,3,name 1 and address 1 (more than one first) ,0,"['grocery_or_supermarket', 'bakery', 'food', 'store', 'point_of_interest', 'establishment']"
1984,233266,233266,CITGO FUEL & MINI MART,-87.72176400000002,41.742748,8256 S Pulaski Rd,,Chicago,IL,60652.0,2997.0,COOK,False,False,ChIJaZ_IBHQwDogRSQJkqsQnx5A,CITGO FUEL & MINI MART,41.742433,-87.7220196,"8256 South Pulaski Road, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['gas_station', 'point_of_interest', 'establishment']"
1985,233459,233459,G & F PRODUCE #2,-87.62485500000003,41.76429,7141 S State St,,Chicago,IL,60619.0,1017.0,COOK,False,False,ChIJr6fhkDEvDogRf1qDrgweTfA,GNF Produce,41.764301,-87.62441,"7141 South State Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1986,233542,233542,WALGREENS #5825 05825,-87.65424300000002,41.750427,1213 W 79th St,,Chicago,IL,60620.0,3706.0,COOK,False,False,ChIJR3I-wHYvDogRCC71vO2b4ZM,Walgreens,41.7503389,-87.6545019,"1213 West 79th Street, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
1987,233555,233555,"S & H CONVENIENT STORE, INC.",-87.70689399999998,41.749847,3352 W 79th St,,Chicago,IL,60652.0,1528.0,COOK,False,False,ChIJc1RuhhowDogRh__gnjBZgkk,S & H Convenient Store,41.7500229,-87.7068218,"3352 West 79th Street, Chicago",,1,address first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1988,233919,233919,"GREEN FOOD & LIQUOR, INC.",-87.600243,41.773251,1026 E 67th St,,Chicago,IL,60637.0,4727.0,COOK,False,False,ChIJrdZjyd8oDogR06Ix07NJ28Y,Green's Foods,41.7733814,-87.6000097,"1026 East 67th Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1989,233963,233963,ENGLEWOOD CITGO,-87.65778399999998,41.735897,1356 W 87th St,,Chicago,IL,60620.0,4010.0,COOK,False,False,ChIJ6WZZG4AlDogR-uZdoP1_J1A,ENGLEWOOD CITGO,41.73609949999999,-87.6577855,"1356 West 87th Street, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
1990,234124,234124,"FAIR SHARE FINER FOOD, INC.",-87.78211999999998,41.77770200000001,6422 W 63rd St,,Chicago,IL,60638.0,5004.0,COOK,False,False,ChIJsY_9xyk3DogReeAFYrpvNak,Fair Share,41.7783309,-87.78217029999999,"6422 West 63rd Street, Chicago",,2,name 1 and address 1 (more than one first) ,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1991,234423,234423,TRADER JOE'S  688,-87.675697,41.94981,3745 N Lincoln Ave,,Chicago,IL,60613.0,3517.0,COOK,False,False,ChIJGzaZMkLSD4gRdbkdpeLGPuc,Trader Joe's,41.949959,-87.67504199999999,"3745 North Lincoln Avenue, Chicago",2.0,1,address first word,0,"['grocery_or_supermarket', 'liquor_store', 'florist', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
1992,234739,234739,KWIK MART,-87.710701,41.778877,3500 W 63rd St,,Chicago,IL,60629.0,3712.0,COOK,False,False,ChIJq24L6cwxDogRlxSK4ahz6AY,Kwik Mart,41.7792154,-87.7107541,"3500 West 63rd Street, Chicago",,1,address first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1993,234816,234816,"SUPERMERCADO RIVERA, INC.",-87.732353,41.800518,4334 W 51st St,,Chicago,IL,60632.0,4551.0,COOK,False,False,ChIJEXN61Z4xDogR755eiuiMgXo,Supermercado Rivera,41.80056039999999,-87.732095,"4334 West 51st Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1994,234942,234942,OLIVE MOUNT MART,-87.711258,41.778904,3536 W 63rd St,,Chicago,IL,60629.0,3712.0,COOK,False,False,ChIJxyQJoswxDogR9QZ40O83xxQ,Olive Mt Mart,41.7789483,-87.7119771,"3536 West 63rd Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1995,235000,235000,SAVE-A-LOT 862,-87.606499,41.809311,4701 S Cottage Grove Ave,,Chicago,IL,60615.0,1611.0,COOK,False,False,ChIJW6T3NFopDogR--hsxYZALLw,Save-A-Lot,41.809272,-87.60558789999999,"4701 South Cottage Grove Avenue, Chicago",1.0,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
1996,235025,235025,Lake Front Citgo Inc,-87.615311,41.823799,437 E Pershing Rd,,Chicago,IL,60653.0,2351.0,COOK,False,False,ChIJN07msPkrDogRKS_wOrC_i-c,BP,41.8236776,-87.6150433,"437 East Pershing Road, Chicago",,1,address first word,0,"['gas_station', 'car_repair', 'point_of_interest', 'establishment']"
1997,235027,235027,CITGO,-87.620064,41.712383,10007 S Michigan Ave,,Chicago,IL,60628.0,2007.0,COOK,False,False,ChIJGTxcP98lDogRqxufR9FRgng,TOWN & COUNTRY CITGO,41.71222780000001,-87.619868,"10007 South Michigan Avenue, Chicago",,1,name first word,0,"['gas_station', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1998,235154,235154,"79TH KINGSTON FOOD, INC",-87.56279,41.751724,2523 E 79th St,,Chicago,IL,60649.0,5101.0,COOK,False,False,ChIJebkyuGsoDogRQxKLYePbK7Q,79th Kingston Food Inc,41.75160769999999,-87.5628052,"2523 East 79th Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
1999,235254,235254,CVS  5681,-87.72715,41.941364,3311 N Pulaski Rd,,Chicago,IL,60641.0,4011.0,COOK,False,False,ChIJa8ixqajND4gRIzHwsPaeI5w,CVS,41.9413923,-87.7269709,"3311 North Pulaski Road, Chicago",,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
2000,235305,235305,CITGO,-87.75524899999998,41.894978,5150 W Chicago Ave,,Chicago,IL,60651.0,2903.0,COOK,False,False,ChIJucxYpjUzDogR0mOQvOd-Vng,LARAMIE CITGO,41.89517469999999,-87.7552228,"5150 West Chicago Avenue, Chicago",,1,address first word,0,"['gas_station', 'point_of_interest', 'establishment']"
2001,235333,235333,CVS  3742,-87.631912,41.889145,121 W Kinzie St,,Chicago,IL,60610.0,4507.0,COOK,False,False,ChIJp4YvE7EsDogRVdyBBVlprjk,CVS,41.888941,-87.63173929999999,"121 West Kinzie Street, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
2002,235334,235334,CVS  5001,-87.644257,41.937401,3033 N Broadway St,,Chicago,IL,60657.0,5315.0,COOK,False,False,ChIJ9ccHJ6fTD4gRN-L4uJOB7AA,CVS,41.9374159,-87.64417519999999,"3033 North Broadway Street, Chicago",,1,address first word,0,"['convenience_store', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
2003,235493,235493,"AMER FOOD MART, INC.",-87.713417,41.88475800000001,3458 W Lake St,,Chicago,IL,60624.0,1905.0,COOK,False,False,ChIJh6ECmbkyDogRAYCtOUCL4eo,Amer Food Inc,41.88498490000001,-87.7134403,"3458 West Lake Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
2004,235682,235682,"ENGLEWOOD GROCERY FOOD, INC.",-87.629745,41.763371,7200 S Wentworth Ave,,Chicago,IL,60621.0,3520.0,COOK,False,False,ChIJ84jMgTkvDogR4LBfdu45Vso,Maria Shelter,41.7609565,-87.6313631,"7320 South Yale Avenue, Chicago",,1,name first word,0,"['point_of_interest', 'establishment']"
2005,235913,235913,PETE'S FRESH MARKET,-87.72377,41.814407,4343 S Pulaski Rd,,Chicago,IL,60632.0,4008.0,COOK,False,False,ChIJIRAAQIkxDogRpE4qFmzKuec,Pete's Fresh Market,41.81377060000001,-87.7225565,"4343 South Pulaski Road, Chicago",2.0,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
2006,236039,236039,"FINEST FOOD BASKET, INC.",-87.615791,41.78381,6100 S King Dr,,Chicago,IL,60637.0,2314.0,COOK,False,False,ChIJ_9t9ry0pDogR0HpyYBD0gl8,Finest Food Basket Inc,41.78376859999999,-87.6159311,"6100 South King Drive, Chicago",,1,address first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
2007,236284,236284,CARNICERIA GUANAJUATO,-87.66765600000002,41.908112,1436 N Ashland Ave,,Chicago,IL,60622.0,2225.0,COOK,False,False,ChIJF1dc09rSD4gRB_vmpK9mw5g,Carnicerias Guanajuato,41.9081507,-87.6679754,"1436 North Ashland Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
2008,236477,236477,GAGE PARK FOOD,-87.69386300000002,41.786362,2801 W 59th St,,Chicago,IL,60629.0,2245.0,COOK,False,False,ChIJQVEBvyguDogRJftGWC3B2DM,Gage Park Food,41.7861667,-87.693925,"2801 West 59th Street, Chicago",,1,address first word,0,"['convenience_store', 'gas_station', 'food', 'store', 'point_of_interest', 'establishment']"
2009,236539,236539,"ESA GAS, INC.",-87.69856999999998,41.779068,3000 W 63rd St,,Chicago,IL,60629.0,2702.0,COOK,False,False,ChIJjcuJbdUxDogRrzoi9RrqvQs,Sany Marathon,41.7791853,-87.6985285,"3000 West 63rd Street, Chicago",,1,address first word,0,"['gas_station', 'car_repair', 'point_of_interest', 'establishment']"
2010,236591,236591,MEL-BAY GROCERY,-87.736214,41.899742,4401 W Cortez St,,Chicago,IL,60651.0,3419.0,COOK,False,False,,,,,,,0,name second word,0,0
2011,236858,236858,DOLLAR DEALS & UP,-87.726517,41.918442,2057 N Pulaski Rd,,Chicago,IL,60639.0,3763.0,COOK,False,False,ChIJeYl0jRfND4gR-zKGxEjrHm4,BMO Harris ATM,41.9186966,-87.7260271,"2057 North Pulaski Road, Chicago",,1,address first word,0,"['atm', 'finance', 'point_of_interest', 'establishment']"
2012,236887,236887,MORGAN MINI MART,-87.649521,41.77409,6600 S Morgan St,,Chicago,IL,60621.0,1226.0,COOK,False,False,ChIJBxA_4gIvDogRA5Nh1Pe3i7o,Morgan Mini Mart,41.77409,-87.64985899999999,"6600 South Morgan Street, Chicago",,1,address first word,0,"['convenience_store', 'food', 'store', 'point_of_interest', 'establishment']"
2013,237070,237070,LA PLACITA,-87.671379,41.830486,1840 W 35th St,,Chicago,IL,60609.0,1201.0,COOK,False,False,ChIJc1hHEsQtDogROIeKqonHxu4,La Placita Chicago,41.8305182,-87.67195149999999,"1840 West 35th Street, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
2014,237383,237383,EL PROGRESO,-87.723381,41.836872,3937 W 31st St,,Chicago,IL,60623.0,4936.0,COOK,False,False,ChIJB-SwvTgyDogR2mUAruEWTow,El Progresso,41.8367627,-87.7232947,"3935 West 31st Street, Chicago",,1,name 1 & 2 (none first),0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
2015,237439,237439,WALGREENS  1298,-87.671867,41.906738,1372 N Milwaukee Ave,,Chicago,IL,60622.0,9149.0,COOK,False,False,ChIJiYsl58XSD4gRZmc3kayyMTo,Walgreens,41.9069077,-87.67230529999999,"1372 North Milwaukee Avenue, Chicago",2.0,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
2016,237600,237600,TRADER JOE'S 691,-87.654495,41.914436,1840 N Clybourn Ave # 200,,Chicago,IL,60614.0,7923.0,COOK,False,False,ChIJcW32xiHTD4gRxBLo2nTHOms,Trader Joe's,41.91448819999999,-87.6549838,"1840 N Clybourn Ave, Chicago",2.0,1,name 1 and address 1 (more than one first) ,0,"['grocery_or_supermarket', 'liquor_store', 'florist', 'health', 'food', 'store', 'point_of_interest', 'establishment']"
2017,238087,238087,FRESH MARKET PLACE,-87.766182,41.92765,2600 N Central Ave,,Chicago,IL,60639.0,1324.0,COOK,False,False,ChIJc_0g9o_MD4gRVXQN9R1Plcw,Fresh Market Place,41.9284589,-87.7662947,"2600 North Central Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
2018,238088,238088,KANESHIE SUPERMARKET,-87.656853,41.9645,4552 N Broadway St,,Chicago,IL,60640.0,5602.0,COOK,False,False,ChIJdU58WM3TD4gR9TROok0Ax8c,1st Available Medical Staffing,41.9646617,-87.6573038,"4552 North Broadway Street, Chicago",,1,address first word,0,"['point_of_interest', 'establishment']"
2019,238287,238287,Supermercado El Tapatio,-87.535301,41.708092,10300 S Ewing Ave,,Chicago,IL,60617.0,6027.0,COOK,False,False,ChIJAfjqwHbYEYgRVk0MjTEayKY,El Tapatio,41.7081086,-87.53545,"10300 South Ewing Avenue, Chicago",,1,address first word,0,"['grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']"
2020,238381,238381,Walgreens 04862,-87.767151,41.959751,4343 N Central Ave,,Chicago,IL,60634.0,1817.0,COOK,False,False,ChIJRyO6dw3MD4gR9UbgTYF9liA,Walgreens,41.9599142,-87.76695450000001,"4343 North Central Avenue, Chicago",2.0,2,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
2021,238458,238458,WALGREENS  4233,-87.766006,41.924046,5600 W Fullerton Ave,,Chicago,IL,60639.0,2305.0,COOK,False,False,ChIJBXlkopDMD4gRD6jTqIO3OjY,Walgreens,41.924447,-87.766645,"5600 West Fullerton Avenue, Chicago",2.0,3,name 1 and address 1 (more than one first) ,0,"['convenience_store', 'health', 'food', 'clothing_store', 'store', 'point_of_interest', 'establishment']"
